system:index,DEM,VH,VV,VV_VH_diff,azimuth,distance_m,hillshade,slope,.geo
47,585.0,-16.338882446289062,-10.519676208496094,5.819205284118652,0,1410,180,0.0,"{""type"":""Point"",""coordinates"":[76.50895751082125,19.989357953184687]}"
48,584.0,-18.04073143005371,-10.242071151733398,7.7986602783203125,0,1440,180,3.048974627533878,"{""type"":""Point"",""coordinates"":[76.50895751082125,19.98962934815484]}"
49,581.0,-16.785104751586914,-9.221578598022461,7.563526153564453,0,1470,180,9.078827408596627,"{""type"":""Point"",""coordinates"":[76.50895751082125,19.98990074312498]}"
50,580.0,-16.755319595336914,-8.843670845031738,7.911647796630859,0,1500,180,3.0489844140437636,"{""type"":""Point"",""coordinates"":[76.50895751082125,19.99017213809513]}"
51,480.0,-29.270069122314453,-25.14975357055664,4.1203155517578125,45,0,180,0.0,"{""type"":""Point"",""coordinates"":[76.50895751082125,19.976602389587804]}"
52,480.0,-29.346330642700195,-24.320085525512695,5.0262451171875,45,30,180,0.0,"{""type"":""Point"",""coordinates"":[76.50916027103172,19.97679429481157]}"
53,480.0,-30.2645206451416,-25.198657989501953,5.06586217880249,45,60,180,0.0,"{""type"":""Point"",""coordinates"":[76.5093630312422,19.97698620003534]}"
54,480.0,-30.680448532104492,-24.862579345703125,5.817867755889893,45,90,180,0.0,"{""type"":""Point"",""coordinates"":[76.50956579145267,19.97717810525911]}"
55,480.0,-30.64908218383789,-24.978816986083984,5.6702656745910645,45,120,180,0.0,"{""type"":""Point"",""coordinates"":[76.50976855166314,19.977370010482886]}"
56,480.0,-30.892492294311523,-24.69569206237793,6.196800708770752,45,150,180,0.0,"{""type"":""Point"",""coordinates"":[76.50997131187363,19.97756191570665]}"
57,480.0,-29.811809539794922,-25.189668655395508,4.622141361236572,45,180,180,0.0,"{""type"":""Point"",""coordinates"":[76.5101740720841,19.97775382093042]}"
58,480.0,-30.27923583984375,-25.33525848388672,4.943978786468506,45,210,180,0.0,"{""type"":""Point"",""coordinates"":[76.51037683229457,19.977945726154196]}"
59,480.0,-30.034543991088867,-24.063758850097656,5.970785140991211,45,240,180,0.0,"{""type"":""Point"",""coordinates"":[76.51057959250505,19.97813763137797]}"
60,480.0,-30.502046585083008,-24.94907569885254,5.5529704093933105,45,270,180,0.0,"{""type"":""Point"",""coordinates"":[76.51078235271552,19.978329536601738]}"
61,480.0,-29.121028900146484,-24.599197387695312,4.521832466125488,45,300,180,0.0,"{""type"":""Point"",""coordinates"":[76.510985112926,19.978521441825507]}"
62,480.0,-27.347841262817383,-20.930755615234375,6.417086601257324,45,330,180,0.0,"{""type"":""Point"",""coordinates"":[76.51118787313648,19.978713347049275]}"
63,480.0,-18.370288848876953,-12.198887825012207,6.171401500701904,45,360,180,0.0,"{""type"":""Point"",""coordinates"":[76.51139063334695,19.978905252273044]}"
64,481.0,-18.877731323242188,-12.860016822814941,6.0177154541015625,45,390,180,0.0,"{""type"":""Point"",""coordinates"":[76.51159339355742,19.97909715749682]}"
65,481.0,-20.449195861816406,-13.284382820129395,7.164812088012695,45,420,161,6.791717096608025,"{""type"":""Point"",""coordinates"":[76.5117961537679,19.97928906272059]}"
66,480.0,-19.05449676513672,-12.001923561096191,7.052573204040527,45,450,180,6.08039018170989,"{""type"":""Point"",""coordinates"":[76.51199891397837,19.97948096794436]}"
67,482.0,-19.541976928710938,-13.052525520324707,6.489451885223389,45,480,180,0.0,"{""type"":""Point"",""coordinates"":[76.51220167418884,19.979672873168127]}"
68,483.0,-17.686429977416992,-10.84598445892334,6.840444564819336,45,510,190,4.307573569749699,"{""type"":""Point"",""coordinates"":[76.51240443439933,19.9798647783919]}"
69,484.0,-16.877553939819336,-10.271613121032715,6.605940341949463,45,540,190,3.0487887325954546,"{""type"":""Point"",""coordinates"":[76.5126071946098,19.98005668361567]}"
